exit,hour,userCount_ratio
1,05,0.04728827144002137
1,06,0.03379408476471186
1,07,0.023699970785860357
1,08,0.017623712476769457
1,09,0.02217217293381827
1,10,0.03961204696273609
1,11,0.04354728963483783
1,12,0.0484526967285588
1,13,0.04603909465020576
1,14,0.04607924889588931
1,15,0.04806679308891698
1,16,0.04234505711972655
1,17,0.03815774053673972
1,18,0.0361685699191287
1,19,0.04192222437428713
1,20,0.0462708087560624
1,21,0.0528381055985081
1,22,0.059935639581657284
1,23,0.07711228631164678
10,05,0.05824205183008282
10,06,0.07206016871633296
10,07,0.1355170902716915
10,08,0.1573062021608341
10,09,0.14529849497055378
10,10,0.08956950825250978
10,11,0.08813141949907656
10,12,0.08296492779251399
10,13,0.07941815272062186
10,14,0.08008276969640817
10,15,0.08154235145385588
10,16,0.0814068543671854
10,17,0.1004336106879175
10,18,0.1099280692485878
10,19,0.0868142983192373
10,20,0.07500983090837593
10,21,0.06694121760752166
10,22,0.05700494196069417
10,23,0.044274996925347435
11,05,0.03553299492385787
11,06,0.05224108141071247
11,07,0.06859845165059889
11,08,0.07296752449050303
11,09,0.06523823292194847
11,10,0.04233452441721967
11,11,0.0406311764896478
11,12,0.03869731800766284
11,13,0.04292409693644261
11,14,0.040273016461286636
11,15,0.042667509481668774
11,16,0.04221012863182513
11,17,0.05431852806750264
11,18,0.05256227902629333
11,19,0.04573137925839843
11,20,0.04168305151395989
11,21,0.037569447142468626
11,22,0.03453626019997701
11,23,0.026196039847497233
12,05,0.2508682874699439
12,06,0.24865331842666938
12,07,0.26316462167689164
12,08,0.24991337764198193
12,09,0.25515499216289017
12,10,0.2460779309171346
12,11,0.23594595470304247
12,12,0.2475685234305924
12,13,0.25114311842706905
12,14,0.23228018159918465
12,15,0.22721765697429414
12,16,0.2413645767743096
12,17,0.2355091995781085
12,18,0.22253017434063477
12,19,0.2641444465965094
12,20,0.24941014549744397
12,21,0.2494269396635456
12,22,0.22767497988736926
12,23,0.20575574960029516
13,05,0.2035800160299225
13,06,0.08430734830775485
13,07,0.06229915278995034
13,08,0.041476359971020886
13,09,0.05221189110221722
13,10,0.10253530712948783
13,11,0.09632893756277744
13,12,0.08667845564397289
13,13,0.08541952446273433
13,14,0.07912535902900028
13,15,0.08069953645174884
13,16,0.08156427093640371
13,17,0.056146724481425055
13,18,0.05422034380460845
13,19,0.06436826134676221
13,20,0.06576877703499803
13,21,0.06523174948521698
