month,dow,hour,exit,승차인원,하차인원
09,SAT,5,3,1.1780104712041801,0.2623036649214641
09,SAT,5,4,0.0,0.0
09,SAT,5,5,0.0,0.0
09,SAT,5,6,0.0,0.0
09,SAT,5,7,2.748691099476435,0.6120418848167528
09,SAT,5,8,0.0,0.0
09,SAT,5,9,0.0,0.0
09,SAT,5,9-1,12.565445026178008,2.7979057591623033
09,SAT,6,1,0.42076637824474644,0.07960444993819528
09,SAT,6,10,0.33158220024721846,0.06273176761433862
09,SAT,6,11,0.16464771322620506,0.03114956736711988
09,SAT,6,12,2.2844870210135966,0.4322002472187886
09,SAT,6,13,0.9032756489493197,0.1708899876390605
09,SAT,6,14,1.2508652657601975,0.23665018541409139
09,SAT,6,15,0.6814585908529043,0.1289245982694684
09,SAT,6,2,0.12119901112484519,0.02292954264524098
09,SAT,6,3,0.22867737948084005,0.04326328800988866
09,SAT,6,4,0.1280593325092707,0.0242274412855377
09,SAT,6,5,0.0,0.0
09,SAT,6,6,0.0,0.0
09,SAT,6,7,0.12119901112484519,0.02292954264524098
09,SAT,6,8,0.0137206427688503,0.0025957972805933
09,SAT,6,9,0.02286773794808334,0.00432632880098874
09,SAT,6,9-1,0.7271940667490725,0.13757725587144615
09,SAT,7,1,5.68915871639202,1.2766695576756288
09,SAT,7,10,9.935414859786055,2.229546111592944
09,SAT,7,11,5.029546111592938,1.1286498988146847
09,SAT,7,12,37.51546689794738,8.418618097716102
09,SAT,7,13,18.88141081237351,4.237062734894477
09,SAT,7,14,28.69314830875975,6.438855160450994
09,SAT,7,15,13.192252095981491,2.960393177218848
09,SAT,7,2,3.5866435385949686,0.8048568950563743
09,SAT,7,3,2.885805145995941,0.6475860075166208
09,SAT,7,4,2.020063602197162,0.4533102052616352
09,SAT,7,5,0.24735472679964313,0.05550737207285119
09,SAT,7,6,0.0,0.0
09,SAT,7,7,1.5665799363977924,0.351546689794736
09,SAT,7,8,0.37103209019947897,0.08326105810928
09,SAT,7,9,0.3298063023995337,0.0740098294304704
09,SAT,7,9-1,12.656316854582247,2.840127204394333
09,SAT,8,1,7.752034768866052,28.86669300671668
09,SAT,8,10,8.352745950217301,31.10359541683127
09,SAT,8,11,4.462425918609237,16.616989332279704
09,SAT,8,12,42.04978269458711,156.58316870802054
09,SAT,8,13,16.791307783484786,62.526748320821795
09,SAT,8,14,28.262030817858555,105.24093243777163
09,SAT,8,15,13.072619517977083,48.679257210588695
09,SAT,8,2,3.833109442907933,14.273567759778711
09,SAT,8,3,3.2896088502568133,12.249703674436976
09,SAT,8,4,1.630501777953371,6.0715922560252595
09,SAT,8,5,0.0,0.0
09,SAT,8,6,0.0,0.0
09,SAT,8,7,2.345634136704848,8.734571315685457
09,SAT,8,8,0.4576847096009467,1.7043065981825307
09,SAT,8,9,0.22884235480047335,0.8521532990912654
09,SAT,8,9-1,12.271671276175418,45.696720663769234
09,SAT,9,1,8.538824538824525,24.246703846703806
09,SAT,9,10,13.70055770055769,38.90387530387527
09,SAT,9,11,5.793221793221779,16.450336050336013
09,SAT,9,12,52.96267696267695,150.39193479193477
09,SAT,9,13,22.953238953238944,65.17763477763475
