exit,hour,userCount_ratio
1,05,0.05416666666666667
1,06,0.06031468531468531
1,07,0.04685622747296756
1,08,0.03751258811681773
1,09,0.05254269093638582
1,10,0.04353001190273763
1,11,0.05358405202884207
1,12,0.040676745860331175
1,13,0.05056561085972851
1,14,0.0502277631263486
1,15,0.0439052570768342
1,16,0.043379513967749264
1,17,0.043251859723698195
1,18,0.03682028773469885
1,19,0.04762571788765934
1,20,0.04341487121334846
1,21,0.06220839813374806
1,22,0.0686777920410783
1,23,0.07641395908543923
10,05,0.0
10,06,0.04458041958041958
10,07,0.0816980376451742
10,08,0.05211480362537764
10,09,0.05235503846875587
10,10,0.057813297058323415
10,11,0.05528064470521702
10,12,0.07319414446844252
10,13,0.061877828054298645
10,14,0.071205945816351
10,15,0.06239168110918544
10,16,0.06166250283897342
10,17,0.053985122210414446
10,18,0.06425262131187515
10,19,0.05841154223280572
10,20,0.05783249635509478
10,21,0.05384914463452566
10,22,0.059370988446726565
10,23,0.0282791817087846
11,05,0.012499999999999999
11,06,0.03496503496503496
11,07,0.027633159791750104
11,08,0.03096676737160121
11,09,0.0418465002814787
11,10,0.04063934704982145
11,11,0.04184928601724869
11,12,0.03971682265418767
11,13,0.039932126696832576
11,14,0.041356988731719016
11,15,0.0415944540727903
11,16,0.04701339995457642
11,17,0.043995749202975554
11,18,0.04608632040965618
11,19,0.043703599943969745
11,20,0.04535882067066257
11,21,0.044323483670295497
11,22,0.033697047496790755
11,23,0.01624548736462094
12,05,0.2354166666666667
12,06,0.3125
12,07,0.2987585102122547
12,08,0.2890231621349446
12,09,0.2756614749483956
12,10,0.2620302669614011
12,11,0.2600028276544606
12,12,0.28893688504919607
12,13,0.27635746606334843
12,14,0.26864061376168785
12,15,0.29404968226458694
12,16,0.28866681807858274
12,17,0.3071200850159405
12,18,0.2855401121677639
12,19,0.28799551757949293
12,20,0.2959663048760732
12,21,0.2692457231726283
12,22,0.23395378690629012
12,23,0.2226233453670277
13,05,0.2604166666666667
13,06,0.10096153846153846
13,07,0.15058069683620345
13,08,0.13721047331319236
13,09,0.15143554137736912
13,10,0.13960210848495153
13,11,0.12074084546868373
13,12,0.09935205183585313
13,13,0.10610859728506787
13,14,0.09997602493406858
13,15,0.12039283651068747
13,16,0.10322507381330912
13,17,0.10063761955366632
13,18,0.11997073884418434
13,19,0.1130410421627679
13,20,0.1075652033047141
13,21,0.10458786936236392
13,22,0.10141206675224647
13,23,0.10409145607701566
14,05,0.15625
14,06,0.2115384615384615
14,07,0.16659991990388467
14,08,0.19284994964753271
14,09,0.18840307750046914
14,10,0.19418466247236865
14,11,0.19129082426127528
14,12,0.20926325893928488
14,13,0.20520361990950226
14,14,0.21122033085590985
14,15,0.19641825534373195
14,16,0.20690438337497158
14,17,0.20170031880977685
14,18,0.20519385515727873
14,19,0.2147359574170052
14,20,0.2141584318807711
14,21,0.21850699844479007
14,22,0.24807445442875478
14,23,0.2424789410348977
15,05,0.16666666666666666
15,06,0.10052447552447552
15,07,0.08650380456547858
15,08,0.10171198388721048
15,09,0.08425595796584726
15,10,0.09029076687638157
15,11,0.10306800508977802
15,12,0.08771298296136308
15,13,0.08597285067873303
15,14,0.08822824262766722
15,15,0.08861929520508377
15,16,0.09016579604814899
15,17,0.08331562167906482
15,18,0.09131919044135577
15,19,0.08124387169071298
15,20,0.08537178033371133
15,21,0.1020606531881804
15,22,0.11713735558408214
15,23,0.10168471720818291
2,05,0.05625
2,06,0.03409090909090909
2,07,0.01882258710452543
2,08,0.023162134944612285
2,09,0.027772565209232505
2,10,0.036728447542934875
2,11,0.03393185352749894
2,12,0.02771778257739381
2,13,0.030542986425339366
2,14,0.03392471829297531
2,15,0.03142692085499711
2,16,0.029071087894617306
2,17,0.028692879914984058
2,18,0.02633504023408925
2,19,0.03011626278190223
2,20,0.023813380852097846
2,21,0.023911353032659413
2,22,0.026315789473684206
2,23,0.0457280385078219
3,05,0.012499999999999999
3,06,0.016171328671328672
3,07,0.024028834601521828
3,08,0.026435045317220546
3,09,0.021017076374554324
3,10,0.023295357932324432
3,11,0.015269334087374522
3,12,0.019438444924406047
3,13,0.022963800904977377
3,14,0.0173819228002877
3,15,0.020335066435586368
3,16,0.018510106745400864
3,17,0.016684378320935174
3,18,0.019141672762740793
3,19,0.016669001260680768
3,20,0.014417625141746316
3,21,0.021189735614307932
3,22,0.018613607188703463
3,23,0.03790613718411553
4,05,0.0
4,06,0.0034965034965034965
4,07,0.010412494993992792
4,08,0.011077542799597181
4,09,0.004878964158378683
4,10,0.009862268321713993
4,11,0.009331259720062208
4,12,0.0051595872330213585
4,13,0.006221719457013574
4,14,0.004315511867657637
4,15,0.006008087810514154
4,16,0.006927095162389279
4,17,0.008820403825717324
4,18,0.004876859302609119
4,19,0.005462949992996218
4,20,0.008747772557913496
4,21,0.006415241057542769
4,22,0.0032092426187419767
4,23,0.006016847172081829
5,05,0.0
5,06,0.0
5,07,0.0
5,08,0.0
5,09,0.0026271345468192905
5,10,0.0013603128719605509
5,11,0.0
5,12,0.0
5,13,0.0011312217194570137
5,14,0.0011987532965715656
5,15,0.0006932409012131716
5,16,0.0
5,17,0.0025504782146652497
5,18,0.0014630577907827358
5,19,0.0
5,20,0.000971974728657055
5,21,0.0011664074650077762
5,22,0.0
5,23,0.00842358604091456
6,05,0.0
6,06,0.0
6,07,0.0
6,08,0.0
6,09,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0008404538450763413
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
7,05,0.0
7,06,0.005244755244755244
7,07,0.0024028834601521826
7,08,0.009566968781470292
7,09,0.013510977669356354
7,10,0.011222581193674544
7,11,0.017531457655874452
7,12,0.013198944084473243
7,13,0.012104072398190044
7,14,0.014504914888515944
7,15,0.010629693818601963
7,16,0.009766068589598
7,17,0.014452709883103081
7,18,0.009753718605218238
7,19,0.009945370500070038
7,20,0.01198768832010368
7,21,0.010497667185069986
7,22,0.0054557124518613605
7,23,0.013838748495788207
8,05,0.0
8,06,0.002622377622377622
8,07,0.0024028834601521826
8,08,0.003524672708962739
8,09,0.004503659223118784
8,10,0.008671994558748512
8,11,0.007917432489749751
8,12,0.009359251259899209
8,13,0.008031674208144796
8,14,0.009709901702229682
8,15,0.005777007510109763
8,16,0.0074948898478310235
8,17,0.004994686503719448
8,18,0.0060960741282614
8,19,0.00672363076061073
8,20,0.005507856795723311
8,21,0.006415241057542769
8,22,0.00834403080872914
8,23,0.006016847172081829
9,05,0.0
9,06,0.0
9,07,0.0
9,08,0.0055387713997985906
9,09,0.004503659223118784
9,10,0.006461486141812616
9,11,0.006503605259437295
9,12,0.005519558435325173
9,13,0.007352941176470588
9,14,0.007791896427715177
9,15,0.005777007510109763
9,16,0.008516920281626164
9,17,0.005951115834218916
9,18,0.008168739331870276
9,19,0.0071438576831489
9,20,0.005345861007613802
9,21,0.006609642301710731
9,22,0.005776636713735558
9,23,0.00842358604091456
9-1,05,0.04583333333333334
9-1,06,0.07298951048951048
9-1,07,0.08329995995194234
9-1,08,0.07930513595166164
9-1,09,0.07468568211671983
9-1,10,0.07430709063084509
9-1,11,0.08369857203449738
9-1,12,0.08075353971682266
9-1,13,0.08563348416289593
9-1,14,0.0803164708702949
9-1,15,0.07198151357596765
9-1,16,0.07869634340222575
9-1,17,0.08384697130712009
9-1,18,0.07498171177761521
9-1,19,0.076341224261101
9-1,20,0.079539931961769
9-1,21,0.06901244167962675
9-1,22,0.0699614890885751
9-1,23,0.08182912154031288
