platform,ratio,hour,dow,line,updnLine
2-4,11.666666666666666,7,WEEKEND,1,1
2-5,7.0,7,WEEKEND,1,1
2-6,6.0,7,WEEKEND,1,1
2-7,6.0,7,WEEKEND,1,1
2-8,5.0,7,WEEKEND,1,1
2-9,5.0,7,WEEKEND,1,1
2-10,5.0,7,WEEKEND,1,1
2-1,21.166666666666668,8,WEEKEND,1,1
2-2,19.833333333333332,8,WEEKEND,1,1
2-3,13.0,8,WEEKEND,1,1
2-4,11.5,8,WEEKEND,1,1
2-5,7.166666666666667,8,WEEKEND,1,1
2-6,5.833333333333333,8,WEEKEND,1,1
2-7,6.166666666666667,8,WEEKEND,1,1
2-8,5.0,8,WEEKEND,1,1
2-9,4.833333333333333,8,WEEKEND,1,1
2-10,5.166666666666667,8,WEEKEND,1,1
2-1,22.666666666666668,9,WEEKEND,1,1
2-2,17.333333333333332,9,WEEKEND,1,1
2-3,12.666666666666666,9,WEEKEND,1,1
2-4,11.833333333333334,9,WEEKEND,1,1
2-5,7.833333333333333,9,WEEKEND,1,1
2-6,5.666666666666667,9,WEEKEND,1,1
2-7,6.833333333333333,9,WEEKEND,1,1
2-8,5.166666666666667,9,WEEKEND,1,1
2-9,4.333333333333333,9,WEEKEND,1,1
2-10,6.333333333333333,9,WEEKEND,1,1
2-1,21.0,10,WEEKEND,1,1
2-2,20.0,10,WEEKEND,1,1
2-3,13.0,10,WEEKEND,1,1
2-4,11.833333333333334,10,WEEKEND,1,1
2-5,7.0,10,WEEKEND,1,1
2-6,6.0,10,WEEKEND,1,1
2-7,6.0,10,WEEKEND,1,1
2-8,5.0,10,WEEKEND,1,1
2-9,5.0,10,WEEKEND,1,1
2-10,5.0,10,WEEKEND,1,1
2-1,21.0,11,WEEKEND,1,1
2-2,20.0,11,WEEKEND,1,1
2-3,13.0,11,WEEKEND,1,1
2-4,11.5,11,WEEKEND,1,1
2-5,7.0,11,WEEKEND,1,1
2-6,6.0,11,WEEKEND,1,1
2-7,6.0,11,WEEKEND,1,1
2-8,5.0,11,WEEKEND,1,1
2-9,5.0,11,WEEKEND,1,1
2-10,5.0,11,WEEKEND,1,1
2-1,20.666666666666668,12,WEEKEND,1,1
2-2,20.333333333333332,12,WEEKEND,1,1
2-3,13.0,12,WEEKEND,1,1
2-4,12.0,12,WEEKEND,1,1
2-5,7.0,12,WEEKEND,1,1
2-6,6.0,12,WEEKEND,1,1
2-7,5.833333333333333,12,WEEKEND,1,1
2-8,5.0,12,WEEKEND,1,1
2-9,5.166666666666667,12,WEEKEND,1,1
2-10,4.833333333333333,12,WEEKEND,1,1
2-1,19.833333333333332,13,WEEKEND,1,1
2-2,20.5,13,WEEKEND,1,1
2-3,14.0,13,WEEKEND,1,1
2-4,11.0,13,WEEKEND,1,1
2-5,7.833333333333333,13,WEEKEND,1,1
2-6,5.666666666666667,13,WEEKEND,1,1
2-7,5.833333333333333,13,WEEKEND,1,1
2-8,5.166666666666667,13,WEEKEND,1,1
2-9,5.333333333333333,13,WEEKEND,1,1
2-10,4.666666666666667,13,WEEKEND,1,1
2-1,19.0,14,WEEKEND,1,1
2-2,21.333333333333332,14,WEEKEND,1,1
2-3,12.333333333333334,14,WEEKEND,1,1
2-4,10.5,14,WEEKEND,1,1
2-5,7.666666666666667,14,WEEKEND,1,1
2-6,5.5,14,WEEKEND,1,1
2-7,6.5,14,WEEKEND,1,1
2-8,5.0,14,WEEKEND,1,1
2-9,6.333333333333333,14,WEEKEND,1,1
2-10,4.666666666666667,14,WEEKEND,1,1
2-1,22.0,15,WEEKEND,1,1
2-2,19.0,15,WEEKEND,1,1
2-3,12.666666666666666,15,WEEKEND,1,1
2-4,11.0,15,WEEKEND,1,1
2-5,8.333333333333334,15,WEEKEND,1,1
2-6,7.333333333333333,15,WEEKEND,1,1
2-7,6.166666666666667,15,WEEKEND,1,1
2-8,6.166666666666667,15,WEEKEND,1,1
2-9,4.5,15,WEEKEND,1,1
2-10,3.3333333333333335,15,WEEKEND,1,1
2-1,21.333333333333332,16,WEEKEND,1,1
2-2,19.5,16,WEEKEND,1,1
2-3,12.0,16,WEEKEND,1,1
2-4,12.0,16,WEEKEND,1,1
2-5,8.0,16,WEEKEND,1,1
2-6,6.333333333333333,16,WEEKEND,1,1
2-7,5.166666666666667,16,WEEKEND,1,1
2-8,5.333333333333333,16,WEEKEND,1,1
2-9,4.166666666666667,16,WEEKEND,1,1
2-10,5.833333333333333,16,WEEKEND,1,1
2-1,21.166666666666668,17,WEEKEND,1,1
2-2,20.166666666666668,17,WEEKEND,1,1
2-3,12.833333333333334,17,WEEKEND,1,1
2-4,12.5,17,WEEKEND,1,1
2-5,7.333333333333333,17,WEEKEND,1,1
2-6,6.833333333333333,17,WEEKEND,1,1
2-7,5.333333333333333,17,WEEKEND,1,1
2-8,4.5,17,WEEKEND,1,1
2-9,4.166666666666667,17,WEEKEND,1,1
2-10,5.166666666666667,17,WEEKEND,1,1
2-1,21.0,18,WEEKEND,1,1
2-2,20.0,18,WEEKEND,1,1
2-3,13.166666666666666,18,WEEKEND,1,1
2-4,11.333333333333334,18,WEEKEND,1,1
2-5,6.833333333333333,18,WEEKEND,1,1
2-6,6.0,18,WEEKEND,1,1
2-7,6.166666666666667,18,WEEKEND,1,1
2-8,5.0,18,WEEKEND,1,1
2-9,5.0,18,WEEKEND,1,1
2-10,4.833333333333333,18,WEEKEND,1,1
2-1,21.0,19,WEEKEND,1,1
2-2,20.0,19,WEEKEND,1,1
2-3,13.0,19,WEEKEND,1,1
2-4,11.666666666666666,19,WEEKEND,1,1
2-5,7.0,19,WEEKEND,1,1
2-6,6.0,19,WEEKEND,1,1
2-7,6.0,19,WEEKEND,1,1
2-8,5.0,19,WEEKEND,1,1
2-9,5.0,19,WEEKEND,1,1
2-10,5.0,19,WEEKEND,1,1
2-1,21.0,20,WEEKEND,1,1
2-2,20.0,20,WEEKEND,1,1
2-3,13.0,20,WEEKEND,1,1
2-4,12.0,20,WEEKEND,1,1
2-5,7.0,20,WEEKEND,1,1
2-6,6.0,20,WEEKEND,1,1
2-7,6.0,20,WEEKEND,1,1
2-8,5.0,20,WEEKEND,1,1
2-9,5.0,20,WEEKEND,1,1
2-10,5.0,20,WEEKEND,1,1
2-1,21.0,21,WEEKEND,1,1
2-2,20.0,21,WEEKEND,1,1
2-3,13.0,21,WEEKEND,1,1
2-4,11.5,21,WEEKEND,1,1
2-5,7.0,21,WEEKEND,1,1
2-6,6.0,21,WEEKEND,1,1
2-7,6.0,21,WEEKEND,1,1
2-8,5.0,21,WEEKEND,1,1
2-9,5.0,21,WEEKEND,1,1
2-10,5.0,21,WEEKEND,1,1
2-1,21.0,22,WEEKEND,1,1
2-2,20.0,22,WEEKEND,1,1
2-3,13.0,22,WEEKEND,1,1
2-4,11.5,22,WEEKEND,1,1
2-5,7.0,22,WEEKEND,1,1
2-6,6.0,22,WEEKEND,1,1
2-7,6.0,22,WEEKEND,1,1
2-8,5.0,22,WEEKEND,1,1
2-9,5.0,22,WEEKEND,1,1
2-10,5.0,22,WEEKEND,1,1
2-1,21.0,23,WEEKEND,1,1
2-2,20.0,23,WEEKEND,1,1
2-3,13.0,23,WEEKEND,1,1
2-4,11.0,23,WEEKEND,1,1
2-5,7.0,23,WEEKEND,1,1
2-6,6.0,23,WEEKEND,1,1
2-7,6.0,23,WEEKEND,1,1
2-8,5.0,23,WEEKEND,1,1
2-9,5.0,23,WEEKEND,1,1
2-10,5.0,23,WEEKEND,1,1
3-1,25.0,5,WEEKDAY,4,0
3-2,15.0,5,WEEKDAY,4,0
3-3,13.0,5,WEEKDAY,4,0
3-4,10.0,5,WEEKDAY,4,0
3-5,8.0,5,WEEKDAY,4,0
3-6,7.0,5,WEEKDAY,4,0
3-7,6.0,5,WEEKDAY,4,0
3-8,5.0,5,WEEKDAY,4,0
3-9,5.0,5,WEEKDAY,4,0
3-10,5.0,5,WEEKDAY,4,0
3-1,29.166666666666668,6,WEEKDAY,4,0
3-2,17.0,6,WEEKDAY,4,0
3-3,12.833333333333334,6,WEEKDAY,4,0
3-4,10.666666666666666,6,WEEKDAY,4,0
3-5,6.333333333333333,6,WEEKDAY,4,0
3-6,5.166666666666667,6,WEEKDAY,4,0
3-7,5.0,6,WEEKDAY,4,0
3-8,3.8333333333333335,6,WEEKDAY,4,0
3-9,4.166666666666667,6,WEEKDAY,4,0
3-10,5.166666666666667,6,WEEKDAY,4,0
3-1,31.833333333333332,7,WEEKDAY,4,0
3-2,18.333333333333332,7,WEEKDAY,4,0
3-3,13.666666666666666,7,WEEKDAY,4,0
3-4,9.333333333333334,7,WEEKDAY,4,0
3-5,5.333333333333333,7,WEEKDAY,4,0
3-6,4.5,7,WEEKDAY,4,0
3-7,4.333333333333333,7,WEEKDAY,4,0
3-8,4.0,7,WEEKDAY,4,0
3-9,4.333333333333333,7,WEEKDAY,4,0
3-10,4.5,7,WEEKDAY,4,0
3-1,33.333333333333336,8,WEEKDAY,4,0
3-2,15.666666666666666,8,WEEKDAY,4,0
3-3,10.166666666666666,8,WEEKDAY,4,0
3-4,7.833333333333333,8,WEEKDAY,4,0
3-5,5.0,8,WEEKDAY,4,0
3-6,4.833333333333333,8,WEEKDAY,4,0
3-7,5.166666666666667,8,WEEKDAY,4,0
3-8,6.333333333333333,8,WEEKDAY,4,0
3-9,5.833333333333333,8,WEEKDAY,4,0
3-10,6.0,8,WEEKDAY,4,0
3-1,33.833333333333336,9,WEEKDAY,4,0
3-2,17.166666666666668,9,WEEKDAY,4,0
3-3,9.0,9,WEEKDAY,4,0
3-4,6.833333333333333,9,WEEKDAY,4,0
3-5,6.333333333333333,9,WEEKDAY,4,0
3-6,4.166666666666667,9,WEEKDAY,4,0
3-7,5.0,9,WEEKDAY,4,0
3-8,5.166666666666667,9,WEEKDAY,4,0
3-9,5.666666666666667,9,WEEKDAY,4,0
3-10,6.5,9,WEEKDAY,4,0
3-1,27.666666666666668,10,WEEKDAY,4,0
3-2,17.0,10,WEEKDAY,4,0
3-3,11.333333333333334,10,WEEKDAY,4,0
3-4,8.166666666666666,10,WEEKDAY,4,0
3-5,6.666666666666667,10,WEEKDAY,4,0
3-6,6.166666666666667,10,WEEKDAY,4,0
3-7,5.833333333333333,10,WEEKDAY,4,0
3-8,5.833333333333333,10,WEEKDAY,4,0
3-9,5.166666666666667,10,WEEKDAY,4,0
3-10,6.0,10,WEEKDAY,4,0
3-1,25.833333333333332,11,WEEKDAY,4,0
3-2,15.166666666666666,11,WEEKDAY,4,0
3-3,11.0,11,WEEKDAY,4,0
3-4,9.5,11,WEEKDAY,4,0
3-5,8.5,11,WEEKDAY,4,0
3-6,7.166666666666667,11,WEEKDAY,4,0
3-7,6.0,11,WEEKDAY,4,0
3-8,5.166666666666667,11,WEEKDAY,4,0
3-9,4.833333333333333,11,WEEKDAY,4,0
3-10,6.5,11,WEEKDAY,4,0
3-1,23.166666666666668,12,WEEKDAY,4,0
3-2,15.166666666666666,12,WEEKDAY,4,0
3-3,10.666666666666666,12,WEEKDAY,4,0
3-4,8.0,12,WEEKDAY,4,0
3-5,8.333333333333334,12,WEEKDAY,4,0
3-6,9.0,12,WEEKDAY,4,0
3-7,7.0,12,WEEKDAY,4,0
3-8,6.166666666666667,12,WEEKDAY,4,0
3-9,5.833333333333333,12,WEEKDAY,4,0
3-10,7.0,12,WEEKDAY,4,0
3-1,20.666666666666668,13,WEEKDAY,4,0
3-2,13.666666666666666,13,WEEKDAY,4,0
3-3,10.666666666666666,13,WEEKDAY,4,0
3-4,9.333333333333334,13,WEEKDAY,4,0
3-5,9.0,13,WEEKDAY,4,0
3-6,9.333333333333334,13,WEEKDAY,4,0
3-7,8.0,13,WEEKDAY,4,0
3-8,5.5,13,WEEKDAY,4,0
3-9,7.5,13,WEEKDAY,4,0
3-10,6.0,13,WEEKDAY,4,0
3-1,21.333333333333332,14,WEEKDAY,4,0
3-2,11.833333333333334,14,WEEKDAY,4,0
3-3,13.0,14,WEEKDAY,4,0
3-4,10.833333333333334,14,WEEKDAY,4,0
3-5,10.166666666666666,14,WEEKDAY,4,0
3-6,9.333333333333334,14,WEEKDAY,4,0
3-7,6.0,14,WEEKDAY,4,0
3-8,5.0,14,WEEKDAY,4,0
3-9,6.666666666666667,14,WEEKDAY,4,0
3-10,5.666666666666667,14,WEEKDAY,4,0
3-1,20.166666666666668,15,WEEKDAY,4,0
3-2,14.166666666666666,15,WEEKDAY,4,0
3-3,10.5,15,WEEKDAY,4,0
3-4,10.833333333333334,15,WEEKDAY,4,0
3-5,10.166666666666666,15,WEEKDAY,4,0
3-6,9.333333333333334,15,WEEKDAY,4,0
3-7,7.5,15,WEEKDAY,4,0
3-8,6.0,15,WEEKDAY,4,0
3-9,5.833333333333333,15,WEEKDAY,4,0
3-10,6.0,15,WEEKDAY,4,0
3-1,20.666666666666668,16,WEEKDAY,4,0
3-2,12.0,16,WEEKDAY,4,0
3-3,10.333333333333334,16,WEEKDAY,4,0
3-4,10.5,16,WEEKDAY,4,0
3-5,10.333333333333334,16,WEEKDAY,4,0
3-6,10.166666666666666,16,WEEKDAY,4,0
3-7,6.0,16,WEEKDAY,4,0
3-8,5.833333333333333,16,WEEKDAY,4,0
3-9,6.166666666666667,16,WEEKDAY,4,0
3-10,7.0,16,WEEKDAY,4,0
3-1,19.833333333333332,17,WEEKDAY,4,0
3-2,11.0,17,WEEKDAY,4,0
3-3,11.333333333333334,17,WEEKDAY,4,0
3-4,14.666666666666666,17,WEEKDAY,4,0
3-5,9.0,17,WEEKDAY,4,0
3-6,9.166666666666666,17,WEEKDAY,4,0
3-7,6.0,17,WEEKDAY,4,0
3-8,5.666666666666667,17,WEEKDAY,4,0
3-9,5.833333333333333,17,WEEKDAY,4,0
3-10,7.166666666666667,17,WEEKDAY,4,0
3-1,19.0,18,WEEKDAY,4,0
3-2,12.0,18,WEEKDAY,4,0
3-3,15.166666666666666,18,WEEKDAY,4,0
3-4,14.166666666666666,18,WEEKDAY,4,0
3-5,10.333333333333334,18,WEEKDAY,4,0
3-6,7.166666666666667,18,WEEKDAY,4,0
3-7,5.5,18,WEEKDAY,4,0
3-8,4.666666666666667,18,WEEKDAY,4,0
3-9,5.666666666666667,18,WEEKDAY,4,0
3-10,5.666666666666667,18,WEEKDAY,4,0
3-1,18.666666666666668,19,WEEKDAY,4,0
3-2,12.666666666666666,19,WEEKDAY,4,0
3-3,14.166666666666666,19,WEEKDAY,4,0
3-4,13.833333333333334,19,WEEKDAY,4,0
3-5,9.166666666666666,19,WEEKDAY,4,0
3-6,4.166666666666667,19,WEEKDAY,4,0
3-7,7.0,19,WEEKDAY,4,0
3-8,7.166666666666667,19,WEEKDAY,4,0
3-9,6.5,19,WEEKDAY,4,0
3-10,7.333333333333333,19,WEEKDAY,4,0
3-1,20.333333333333332,20,WEEKDAY,4,0
3-2,12.333333333333334,20,WEEKDAY,4,0
3-3,14.666666666666666,20,WEEKDAY,4,0
3-4,13.333333333333334,20,WEEKDAY,4,0
3-5,9.833333333333334,20,WEEKDAY,4,0
3-6,7.666666666666667,20,WEEKDAY,4,0
3-7,5.5,20,WEEKDAY,4,0
3-8,4.166666666666667,20,WEEKDAY,4,0
3-9,6.666666666666667,20,WEEKDAY,4,0
3-10,5.333333333333333,20,WEEKDAY,4,0
3-1,17.666666666666668,21,WEEKDAY,4,0
3-2,14.166666666666666,21,WEEKDAY,4,0
3-3,11.666666666666666,21,WEEKDAY,4,0
3-4,15.333333333333334,21,WEEKDAY,4,0
3-5,9.166666666666666,21,WEEKDAY,4,0
3-6,9.166666666666666,21,WEEKDAY,4,0
3-7,6.166666666666667,21,WEEKDAY,4,0
3-8,5.333333333333333,21,WEEKDAY,4,0
3-9,5.666666666666667,21,WEEKDAY,4,0
3-10,5.5,21,WEEKDAY,4,0
3-1,20.333333333333332,22,WEEKDAY,4,0
3-2,13.5,22,WEEKDAY,4,0
3-3,15.666666666666666,22,WEEKDAY,4,0
3-4,13.5,22,WEEKDAY,4,0
3-5,8.833333333333334,22,WEEKDAY,4,0
3-6,6.0,22,WEEKDAY,4,0
3-7,6.5,22,WEEKDAY,4,0
3-8,6.5,22,WEEKDAY,4,0
3-9,4.666666666666667,22,WEEKDAY,4,0
3-10,5.0,22,WEEKDAY,4,0
3-1,25.0,23,WEEKDAY,4,0
3-2,15.0,23,WEEKDAY,4,0
3-3,13.0,23,WEEKDAY,4,0
3-4,10.0,23,WEEKDAY,4,0
3-5,8.0,23,WEEKDAY,4,0
3-6,7.0,23,WEEKDAY,4,0
3-7,6.0,23,WEEKDAY,4,0
3-8,5.0,23,WEEKDAY,4,0
3-9,5.0,23,WEEKDAY,4,0
3-10,5.0,23,WEEKDAY,4,0
3-1,22.0,5,WEEKEND,4,0
3-2,14.0,5,WEEKEND,4,0
3-3,12.0,5,WEEKEND,4,0
3-4,11.0,5,WEEKEND,4,0
3-5,7.0,5,WEEKEND,4,0
3-6,8.0,5,WEEKEND,4,0
3-7,7.0,5,WEEKEND,4,0
3-8,6.0,5,WEEKEND,4,0
3-9,6.0,5,WEEKEND,4,0
3-10,7.0,5,WEEKEND,4,0
3-1,22.0,6,WEEKEND,4,0
3-2,14.0,6,WEEKEND,4,0
3-3,12.0,6,WEEKEND,4,0
3-4,11.0,6,WEEKEND,4,0
3-5,7.0,6,WEEKEND,4,0
3-6,8.0,6,WEEKEND,4,0
3-7,7.0,6,WEEKEND,4,0
3-8,6.0,6,WEEKEND,4,0
3-9,6.0,6,WEEKEND,4,0
3-10,7.0,6,WEEKEND,4,0
3-1,22.5,7,WEEKEND,4,0
3-2,14.166666666666666,7,WEEKEND,4,0
3-3,11.833333333333334,7,WEEKEND,4,0
3-4,10.666666666666666,7,WEEKEND,4,0
3-5,6.833333333333333,7,WEEKEND,4,0
3-6,8.333333333333334,7,WEEKEND,4,0
3-7,6.833333333333333,7,WEEKEND,4,0
3-8,6.0,7,WEEKEND,4,0
3-9,6.166666666666667,7,WEEKEND,4,0
3-10,6.666666666666667,7,WEEKEND,4,0
3-1,23.666666666666668,8,WEEKEND,4,0
3-2,14.5,8,WEEKEND,4,0
3-3,12.166666666666666,8,WEEKEND,4,0
3-4,10.166666666666666,8,WEEKEND,4,0
3-5,7.0,8,WEEKEND,4,0
3-6,7.166666666666667,8,WEEKEND,4,0
3-7,6.666666666666667,8,WEEKEND,4,0
3-8,6.166666666666667,8,WEEKEND,4,0
3-9,6.333333333333333,8,WEEKEND,4,0
3-10,5.833333333333333,8,WEEKEND,4,0
3-1,22.5,9,WEEKEND,4,0
3-2,19.333333333333332,9,WEEKEND,4,0
3-3,12.833333333333334,9,WEEKEND,4,0
3-4,7.666666666666667,9,WEEKEND,4,0
3-5,6.833333333333333,9,WEEKEND,4,0
3-6,6.5,9,WEEKEND,4,0
3-7,6.666666666666667,9,WEEKEND,4,0
3-8,5.0,9,WEEKEND,4,0
3-9,8.0,9,WEEKEND,4,0
3-10,4.5,9,WEEKEND,4,0
3-1,25.166666666666668,10,WEEKEND,4,0
3-2,17.0,10,WEEKEND,4,0
3-3,10.833333333333334,10,WEEKEND,4,0
3-4,8.666666666666666,10,WEEKEND,4,0
3-5,7.5,10,WEEKEND,4,0
3-6,5.5,10,WEEKEND,4,0
3-7,5.666666666666667,10,WEEKEND,4,0
3-8,5.833333333333333,10,WEEKEND,4,0
3-9,6.166666666666667,10,WEEKEND,4,0
3-10,7.833333333333333,10,WEEKEND,4,0
3-1,25.166666666666668,11,WEEKEND,4,0
3-2,15.5,11,WEEKEND,4,0
3-3,10.166666666666666,11,WEEKEND,4,0
3-4,10.5,11,WEEKEND,4,0
3-5,6.5,11,WEEKEND,4,0
3-6,8.833333333333334,11,WEEKEND,4,0
3-7,6.666666666666667,11,WEEKEND,4,0
3-8,4.666666666666667,11,WEEKEND,4,0
3-9,5.5,11,WEEKEND,4,0
3-10,6.833333333333333,11,WEEKEND,4,0
3-1,23.0,12,WEEKEND,4,0
3-2,12.0,12,WEEKEND,4,0
3-3,10.833333333333334,12,WEEKEND,4,0
3-4,9.666666666666666,12,WEEKEND,4,0
3-5,8.0,12,WEEKEND,4,0
3-6,8.166666666666666,12,WEEKEND,4,0
3-7,8.333333333333334,12,WEEKEND,4,0
3-8,5.333333333333333,12,WEEKEND,4,0
3-9,7.0,12,WEEKEND,4,0
3-10,7.5,12,WEEKEND,4,0
3-1,22.833333333333332,13,WEEKEND,4,0
3-2,13.0,13,WEEKEND,4,0
3-3,11.0,13,WEEKEND,4,0
3-4,11.166666666666666,13,WEEKEND,4,0
3-5,7.333333333333333,13,WEEKEND,4,0
3-6,10.0,13,WEEKEND,4,0
3-7,5.666666666666667,13,WEEKEND,4,0
3-8,6.0,13,WEEKEND,4,0
3-9,4.833333333333333,13,WEEKEND,4,0
3-10,8.166666666666666,13,WEEKEND,4,0
3-1,18.333333333333332,14,WEEKEND,4,0
3-2,12.666666666666666,14,WEEKEND,4,0
3-3,11.333333333333334,14,WEEKEND,4,0
3-4,9.333333333333334,14,WEEKEND,4,0
3-5,7.5,14,WEEKEND,4,0
3-6,10.333333333333334,14,WEEKEND,4,0
3-7,8.333333333333334,14,WEEKEND,4,0
3-8,6.833333333333333,14,WEEKEND,4,0
3-9,7.833333333333333,14,WEEKEND,4,0
3-10,8.0,14,WEEKEND,4,0
3-1,16.5,15,WEEKEND,4,0
3-2,15.333333333333334,15,WEEKEND,4,0
3-3,12.333333333333334,15,WEEKEND,4,0
3-4,12.333333333333334,15,WEEKEND,4,0
3-5,8.166666666666666,15,WEEKEND,4,0
3-6,8.666666666666666,15,WEEKEND,4,0
3-7,8.166666666666666,15,WEEKEND,4,0
3-8,5.666666666666667,15,WEEKEND,4,0
3-9,5.166666666666667,15,WEEKEND,4,0
3-10,7.833333333333333,15,WEEKEND,4,0
3-1,18.166666666666668,16,WEEKEND,4,0
3-2,14.0,16,WEEKEND,4,0
3-3,10.5,16,WEEKEND,4,0
3-4,12.5,16,WEEKEND,4,0
3-5,5.833333333333333,16,WEEKEND,4,0
3-6,10.833333333333334,16,WEEKEND,4,0
3-7,8.0,16,WEEKEND,4,0
3-8,6.0,16,WEEKEND,4,0
3-9,5.5,16,WEEKEND,4,0
3-10,8.666666666666666,16,WEEKEND,4,0
3-1,22.0,17,WEEKEND,4,0
3-2,12.166666666666666,17,WEEKEND,4,0
3-3,12.5,17,WEEKEND,4,0
3-4,12.666666666666666,17,WEEKEND,4,0
3-5,6.666666666666667,17,WEEKEND,4,0
3-6,7.833333333333333,17,WEEKEND,4,0
3-7,6.5,17,WEEKEND,4,0
3-8,7.833333333333333,17,WEEKEND,4,0
3-9,5.166666666666667,17,WEEKEND,4,0
3-10,7.166666666666667,17,WEEKEND,4,0
3-1,21.5,18,WEEKEND,4,0
3-2,13.5,18,WEEKEND,4,0
3-3,14.166666666666666,18,WEEKEND,4,0
3-4,11.833333333333334,18,WEEKEND,4,0
3-5,7.0,18,WEEKEND,4,0
3-6,8.666666666666666,18,WEEKEND,4,0
3-7,6.5,18,WEEKEND,4,0
3-8,6.5,18,WEEKEND,4,0
3-9,5.333333333333333,18,WEEKEND,4,0
3-10,5.833333333333333,18,WEEKEND,4,0
3-1,16.0,19,WEEKEND,4,0
3-2,13.0,19,WEEKEND,4,0
3-3,14.833333333333334,19,WEEKEND,4,0
3-4,11.666666666666666,19,WEEKEND,4,0
3-5,9.666666666666666,19,WEEKEND,4,0
3-6,8.833333333333334,19,WEEKEND,4,0
3-7,6.833333333333333,19,WEEKEND,4,0
3-8,5.333333333333333,19,WEEKEND,4,0
3-9,7.0,19,WEEKEND,4,0
3-10,7.0,19,WEEKEND,4,0
3-1,22.0,20,WEEKEND,4,0
3-2,14.0,20,WEEKEND,4,0
3-3,12.0,20,WEEKEND,4,0
3-4,11.0,20,WEEKEND,4,0
3-5,7.0,20,WEEKEND,4,0
3-6,8.0,20,WEEKEND,4,0
3-7,7.0,20,WEEKEND,4,0
3-8,6.0,20,WEEKEND,4,0
3-9,6.0,20,WEEKEND,4,0
3-10,7.0,20,WEEKEND,4,0
3-1,22.0,21,WEEKEND,4,0
3-2,14.0,21,WEEKEND,4,0
3-3,12.0,21,WEEKEND,4,0
3-4,11.0,21,WEEKEND,4,0
3-5,7.0,21,WEEKEND,4,0
3-6,8.0,21,WEEKEND,4,0
3-7,7.0,21,WEEKEND,4,0
3-8,6.0,21,WEEKEND,4,0
3-9,6.0,21,WEEKEND,4,0
3-10,7.0,21,WEEKEND,4,0
3-1,22.0,22,WEEKEND,4,0
3-2,14.0,22,WEEKEND,4,0
3-3,12.0,22,WEEKEND,4,0
3-4,11.0,22,WEEKEND,4,0
3-5,7.0,22,WEEKEND,4,0
3-6,8.0,22,WEEKEND,4,0
3-7,7.0,22,WEEKEND,4,0
3-8,6.0,22,WEEKEND,4,0
3-9,6.0,22,WEEKEND,4,0
3-10,7.0,22,WEEKEND,4,0
3-1,22.0,23,WEEKEND,4,0
3-2,14.0,23,WEEKEND,4,0
3-3,12.0,23,WEEKEND,4,0
3-4,11.0,23,WEEKEND,4,0
3-5,7.0,23,WEEKEND,4,0
3-6,8.0,23,WEEKEND,4,0
3-7,7.0,23,WEEKEND,4,0
3-8,6.0,23,WEEKEND,4,0
3-9,6.0,23,WEEKEND,4,0
3-10,7.0,23,WEEKEND,4,0
4-1,5.0,5,WEEKDAY,4,1
4-2,7.0,5,WEEKDAY,4,1
4-3,7.0,5,WEEKDAY,4,1
4-4,7.0,5,WEEKDAY,4,1
4-5,7.0,5,WEEKDAY,4,1
4-6,8.0,5,WEEKDAY,4,1
4-7,11.0,5,WEEKDAY,4,1
4-8,13.0,5,WEEKDAY,4,1
4-9,14.0,5,WEEKDAY,4,1
4-10,22.0,5,WEEKDAY,4,1
4-1,3.8333333333333335,6,WEEKDAY,4,1
4-2,5.666666666666667,6,WEEKDAY,4,1
4-3,5.833333333333333,6,WEEKDAY,4,1
4-4,6.5,6,WEEKDAY,4,1
4-5,6.166666666666667,6,WEEKDAY,4,1
4-6,7.166666666666667,6,WEEKDAY,4,1
4-7,10.833333333333334,6,WEEKDAY,4,1
4-8,14.666666666666666,6,WEEKDAY,4,1
4-9,14.833333333333334,6,WEEKDAY,4,1
4-10,25.333333333333332,6,WEEKDAY,4,1
4-1,5.666666666666667,7,WEEKDAY,4,1
4-2,5.5,7,WEEKDAY,4,1
4-3,6.5,7,WEEKDAY,4,1
4-4,6.166666666666667,7,WEEKDAY,4,1
4-5,6.833333333333333,7,WEEKDAY,4,1
4-6,8.0,7,WEEKDAY,4,1
4-7,10.666666666666666,7,WEEKDAY,4,1
4-8,14.666666666666666,7,WEEKDAY,4,1
4-9,15.333333333333334,7,WEEKDAY,4,1
4-10,21.333333333333332,7,WEEKDAY,4,1
4-1,5.666666666666667,8,WEEKDAY,4,1
4-2,6.5,8,WEEKDAY,4,1
4-3,8.0,8,WEEKDAY,4,1
4-4,7.666666666666667,8,WEEKDAY,4,1
4-5,6.666666666666667,8,WEEKDAY,4,1
4-6,8.5,8,WEEKDAY,4,1
4-7,10.0,8,WEEKDAY,4,1
4-8,13.5,8,WEEKDAY,4,1
4-9,15.166666666666666,8,WEEKDAY,4,1
4-10,19.0,8,WEEKDAY,4,1
4-1,5.833333333333333,9,WEEKDAY,4,1
4-2,6.833333333333333,9,WEEKDAY,4,1
4-3,8.5,9,WEEKDAY,4,1
4-4,8.0,9,WEEKDAY,4,1
4-5,6.666666666666667,9,WEEKDAY,4,1
4-6,7.166666666666667,9,WEEKDAY,4,1
4-7,10.5,9,WEEKDAY,4,1
4-8,13.0,9,WEEKDAY,4,1
4-9,13.166666666666666,9,WEEKDAY,4,1
4-10,19.5,9,WEEKDAY,4,1
4-1,6.0,10,WEEKDAY,4,1
4-2,8.0,10,WEEKDAY,4,1
