exit,hour,userCount_ratio
8,11,0.0071207074767428505
8,12,0.008103885959773481
8,13,0.006783326779394416
8,14,0.004846696870719629
8,15,0.00738193952876934
8,16,0.010612090202766723
8,17,0.0071301247771836
8,18,0.007100438936225148
8,19,0.007183908045977011
8,20,0.002959127057518032
8,21,0.004536862003780718
8,22,0.004735595895816891
8,23,0.002909796314258002
9,05,0.0
9,06,0.0030902348578491965
9,07,0.0023128071697022263
9,08,0.0015804030027657052
9,09,0.005005005005005005
9,10,0.00384232247047104
9,11,0.008269208682669118
9,12,0.007322788517867604
9,13,0.0040306724341329135
9,14,0.004214519018017069
9,15,0.006168470017190818
9,16,0.006348303960583665
9,17,0.006567220189511211
9,18,0.0049057578104828295
9,19,0.006704980842911878
9,20,0.002959127057518032
9,21,0.004914933837429111
9,22,0.0031570639305445935
9,23,0.0
9-1,05,0.08376963350785341
9-1,06,0.09826946847960445
9-1,07,0.08875397513732293
9-1,08,0.08474911102331094
9-1,09,0.10567710567710567
9-1,10,0.11071581044542479
9-1,11,0.11680257264270127
9-1,12,0.11765280218707284
9-1,13,0.11020448289421943
9-1,14,0.1158992729954694
9-1,15,0.10536960258873496
9-1,16,0.10820541974606784
9-1,17,0.11680270194202083
9-1,18,0.12174025303382391
9-1,19,0.11861430395913154
9-1,20,0.11318660995006473
9-1,21,0.11833648393194707
9-1,22,0.11102341489081821
9-1,23,0.10135790494665374
